sentiment,repeated_chars_count,has_digit_prefix,text_clean,text_len,word_count,avg_word_len,unique_word_ratio,json_parse
1,0,0,спасибо за данный формат очень интересно,40,6,5.833333333333333,1.0,"{'positive_word_count': 2, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Дурдом в Киеве реально тема войны до последнего украинца развивается в какихто огромных масштабах Чего стоит только разговоры Буданова о новой мобилизации,154,22,6.045454545454546,0.9545454545454546,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 3, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
0,0,1,рт ? Ощущаю некоторую недосказанность У зрителя может сложиться впечатление что США были такими союзникамисоюзниками СССР а помом к концу войны резко повернулись против нас Нет это не так Я бы хотел напомнить один занимательный факт окончание Великой Депрессии и приход Гитлера к власти в Германии чудным образом совпали это й год Так сказать Следите за деньгами,362,57,5.368421052631579,0.9473684210526315,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 6, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 1, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
1,0,0,Спасибо вам мужики,18,3,5.333333333333333,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 1, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'group'}"
1,0,0,Спасибо Александр за фильм Не советую выкладывать фильмы длиной более минОчень сожалею о проблемах с родственниками см роман ГорькогоМать,137,19,6.2631578947368425,1.0,"{'positive_word_count': 2, 'negative_word_count': 2, 'neutral_word_count': 4, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Там не фильм Это были выпуски новостей Если что он бывший военный И вернувшись выступил по французскому тв Потом на ради где открыто сказал Потом ему начали поступать угрозы и попытки убийства его в Турции украинскискими спец службамиПоследнее видео я помню он просил НАС защитить его дочку и его Ну и вывести к себе Что сейчас с ним я инфы не нашёл Надеюсь жив,361,64,4.65625,0.84375,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 9, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 1, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 1, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'person'}"
0,0,0,Как убедительно Аркадий Мамонтов рассказывает о американцев но я хотел узнать из всей аппаратура с котором работает Аркадий Мамонтов есть что нибудь которая зделана в России,173,26,5.6923076923076925,0.9230769230769231,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 8, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Зачем они туда приперлись и людям горе принеслиещё и фильмы снимаютвидимочтобы оправдать свои преступлениякакие гнидыслов нет,125,16,6.875,0.9375,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 1, 'emotional_intensity': 3, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
1,0,0,Спасибо что БОГ не оставил нас он с нами для него и одержим Победу,66,14,3.7857142857142856,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 1, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Фильм супер До слёз Побольше бы таких фильмов с настоящей правдой о том как все было на самом деле,98,19,4.2105263157894735,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 2, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Не верю я им Ну точно в пещерах живут До чего изворотливые брехливое людишки Я понимаю сказали бы что ничего не могут сделать боятся но что не знали вранье,155,29,4.379310344827586,0.8620689655172413,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 0, 'negation_count': 1, 'intensifier_count': 2, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'group'}"
-1,0,0,Молодцы мужчины,15,2,7.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'group'}"
0,0,0,Посмотрел как восстанавливают,29,3,9.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Иван и Команда молодцы Приятно смотреть,39,6,5.666666666666667,1.0,"{'positive_word_count': 2, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'group'}"
0,0,0,Трейлер военной драмы Здравствуйте уважаемые зрители С вами канал лая ИмперияТрейлер военной драмы ВойнаРеал событияСъемки в тч в Мариуполерусские трейлеры трейлер русские фильмы трейлеры русские фильмы новые российские фильмы новые,232,30,6.766666666666667,0.7,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 8, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'none'}"
1,0,0,Рецензия на сериал Крутая перемена Учитель года по совместительству,67,9,6.555555555555555,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 6, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Анна Вооружение России славится своей мощью Приятно видеть что так успешно и слажено себя ведет Россия,102,16,5.4375,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
0,0,0,Обязательно посмотрю,20,2,9.5,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Не совсем Не по Григорианскому а по Новоюлианскому который совпадает с Григорианским до года,92,14,5.642857142857143,0.8571428571428571,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Где Царев талантливого бизнесмена нашел в лице покерного ЗелиЦарев в своем репертуарерамсы попутал,98,13,6.615384615384615,0.9230769230769231,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Официальный клип на Главный саундтрек сериала Сергей Нихаенко через,67,9,6.555555555555555,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,От припева мурашки футболку приподнимают Невероятное произведение Шедевр,72,8,8.125,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 2, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 3, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Я как любитель русских сериалов офк посмотрю Всё равно заняться нечем,69,11,5.363636363636363,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 1, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none\n}'}"
1,0,0,Такой хороший мальчишка Пусть жизнь сложится удачно у него,58,9,5.555555555555555,1.0,"{'positive_word_count': 2, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
-1,0,0,Даже не верю что такой тупой Кирилл был каким то начальникомПервое и главноеты Кирилл мутил против закона и государства и должен был понимать что это наказуемо и ты сам был должен подумать о консперациивторое всё что ты заработал опять же против закона и государстватак что не ной сам виноватИ третье почему тебя должны вытаскивать Ты же всё передовал с открытых источников Или нет Уже интересно,395,65,5.092307692307692,0.7076923076923077,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 7, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 1, 'emotional_intensity': 2, 'rhetorical_question_count': 1, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'person'}"
0,0,0,Никита,6,1,6.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Очень полезное видео всем рекомендую посмотреть,47,6,7.0,1.0,"{'positive_word_count': 3, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 1, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 1, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Сука эти ваши не имеющие аналогов в мире уже тот еще мем,56,12,3.75,1.0,"{'positive_word_count': 0, 'negative_word_count': 1, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 1, 'emotional_intensity': 3, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Они даже от землятрясения не спасаютне точто от потопа,54,9,5.111111111111111,0.8888888888888888,"{'positive_word_count': 0, 'negative_word_count': 2, 'neutral_word_count': 4, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Елизавета,9,1,9.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Леонид ну аллергия на пиздеж у человека че поделать,51,9,4.777777777777778,1.0,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 1, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Без обиды такое убожество этот мУрал аж стыдно за творцов,57,10,4.8,1.0,"{'positive_word_count': 0, 'negative_word_count': 1, 'neutral_word_count': 4, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,Мамонтов выварачивает действительность против СШАНо методы его выворачивания на все СОВДЕПОВСКИЕЗЛАЯ АМЕРИКА и ДОБРАЯ РОДИНА СОВЕТОВЭто же показательно Мы им макеты на выставку привезли а злая америка привезла нам свои обыденные достиженияОдурманеный советской нищебродской пропагандой могли понять в какой нищете они живутИ по этому США злобный врагНастоящий враг страны это такие как зам министра обороны Иванов бывший руководитель РОСНАНО ЧубайсВ дальнейшем скорее всено откроются и еще более значимые предатели нашей страныНамек я думаю понятен,548,74,6.418918918918919,0.9594594594594594,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 6, 'negation_count': 0, 'intensifier_count': 2, 'emotional_shift': 1, 'aggression_flag': 1, 'emotional_intensity': 3, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
0,0,0,Не выдавайте секреты,20,3,6.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Обычно будет обнимать Он же папа А убивал других детей Правда не факт что будет обнимать Если и вернётся птср никто не отменял То такое,135,25,4.44,0.88,"{'positive_word_count': 0, 'negative_word_count': 4, 'neutral_word_count': 3, 'negation_count': 1, 'intensifier_count': 0, 'emotional_shift': 1, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
0,0,0,Без еслиПОБЕДИТ,15,2,7.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Благодарим Неллю за отзывчивость,32,4,7.25,1.0,"{'positive_word_count': 2, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
-1,0,0,Мне одному не нравится эта песня,32,6,4.5,1.0,"{'positive_word_count': 0, 'negative_word_count': 1, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Как же тяжело на душе от тогочто происходит СпасибоЮра за правду,64,11,4.909090909090909,1.0,"{'positive_word_count': 2, 'negative_word_count': 1, 'neutral_word_count': 4, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 1, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
0,0,0,А был ли мятежили пидерсия для запада,37,7,4.428571428571429,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 2, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'none'}"
0,0,0,Не хотите помочь Днепру Одессе Харькову Херсону и другим украинским городам и забрать свою орду с законной территории Украины От ваших ракет разрушено сотни многоэтажек где под обломками похоронен десятки тысяч мирных людей Вы нам в Украину принесли войну и смерть теперь они к вам возвращаются,294,46,5.413043478260869,0.9565217391304348,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': None, 'aggression_flag': None, 'emotional_intensity': None, 'rhetorical_question_count': 0, 'appeal_flag': None, 'religious_lexicon_flag': None, 'political_lexicon_flag': None, 'target_entity': None}"
1,0,0,Классный выпуск,15,2,7.0,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
-1,0,0,А почему это Мариуполь оказался полуразрушенным за полгодаА Луганск лет бомбятбомбят да без разрушений всё если не считать собственноручно порезанные предприятия,161,21,6.714285714285714,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': None, 'aggression_flag': None, 'emotional_intensity': None, 'rhetorical_question_count': 0, 'appeal_flag': None, 'religious_lexicon_flag': None, 'political_lexicon_flag': None, 'target_entity': None}"
1,0,0,Низкий вам поклон войны вы настоящие патриоты великой России,60,9,5.777777777777778,1.0,"{'positive_word_count': 4, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 2, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 2, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 1, 'target_entity': 'country'}"
-1,0,0,Просто чудики как это можно слушать,35,6,5.0,1.0,"{'positive_word_count': 0, 'negative_word_count': 1, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Храни тебя господь,18,3,5.333333333333333,1.0,"{'positive_word_count': 1, 'negative_word_count': 0, 'neutral_word_count': 0, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 1, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
0,0,0,Деки надо помочь,16,3,4.666666666666667,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 1, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 1, 'rhetorical_question_count': 0, 'appeal_flag': 1, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'person'}"
0,0,0,Кто нибудь скажет три Героя уже Писали то что с Ленинградская область солдат наш Нижегородской области,102,16,5.4375,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 4, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
1,0,0,Ждем Вечера и февраля заняты,28,5,4.8,1.0,"{'positive_word_count': 0, 'negative_word_count': 0, 'neutral_word_count': 2, 'negation_count': 0, 'intensifier_count': 0, 'emotional_shift': 0, 'aggression_flag': 0, 'emotional_intensity': 0, 'rhetorical_question_count': 0, 'appeal_flag': 0, 'religious_lexicon_flag': 0, 'political_lexicon_flag': 0, 'target_entity': 'none'}"
